departure_city,departure_iata,departure_icao,arrival_city,arrival_iata,arrival_icao
Paris Charles de Gaulle,CDG,LFPG,"Ajaccio, Corsica",AJA,LFKJ
Paris Charles de Gaulle,CDG,LFPG,Belfast Intl,BFS,EGAA
Paris Charles de Gaulle,CDG,LFPG,Belgrade,BEG,LYBE
Paris Charles de Gaulle,CDG,LFPG,Berlin Brandenburg,BER,EDDB
Paris Charles de Gaulle,CDG,LFPG,Birmingham,BHX,EGBB
Paris Charles de Gaulle,CDG,LFPG,Bristol,BRS,EGGD
Paris Charles de Gaulle,CDG,LFPG,Budapest,BUD,LHBP
Paris Charles de Gaulle,CDG,LFPG,Cairo Sphinx,SPX,HESX
Paris Charles de Gaulle,CDG,LFPG,"Calvi, Corsica",CLY,LFKC
Paris Charles de Gaulle,CDG,LFPG,Corfu,CFU,LGKR
Paris Charles de Gaulle,CDG,LFPG,Crete Heraklion,HER,LGIR
Paris Charles de Gaulle,CDG,LFPG,Cyprus Larnaca,LCA,LCLK
Paris Charles de Gaulle,CDG,LFPG,Edinburgh,EDI,EGPH
Paris Charles de Gaulle,CDG,LFPG,"Figari, Corsica",FSC,LFKF
Paris Charles de Gaulle,CDG,LFPG,Fuerteventura,FUE,GCFV
Paris Charles de Gaulle,CDG,LFPG,Glasgow,GLA,EGPF
Paris Charles de Gaulle,CDG,LFPG,Gran Canaria,LPA,GCLP
Paris Charles de Gaulle,CDG,LFPG,Hurghada,HRG,HEGN
Paris Charles de Gaulle,CDG,LFPG,Krakow,KRK,EPKK
Paris Charles de Gaulle,CDG,LFPG,Lanzarote,ACE,GCRR
Paris Charles de Gaulle,CDG,LFPG,Leeds Bradford,LBA,EGNM
Paris Charles de Gaulle,CDG,LFPG,Liverpool,LPL,EGGP
Paris Charles de Gaulle,CDG,LFPG,London Gatwick,LGW,EGKK
Paris Charles de Gaulle,CDG,LFPG,London Luton,LTN,EGGW
Paris Charles de Gaulle,CDG,LFPG,London Southend,SEN,EGMC
Paris Charles de Gaulle,CDG,LFPG,London Stansted,STN,EGSS
Paris Charles de Gaulle,CDG,LFPG,Luxor,LXR,HELX
Paris Charles de Gaulle,CDG,LFPG,Madeira Funchal,FNC,LPMA
Paris Charles de Gaulle,CDG,LFPG,Majorca Palma,PMI,LEPA
Paris Charles de Gaulle,CDG,LFPG,Manchester,MAN,EGCC
Paris Charles de Gaulle,CDG,LFPG,Marrakech,RAK,GMMX
Paris Charles de Gaulle,CDG,LFPG,Milan Linate,LIN,LIML
Paris Charles de Gaulle,CDG,LFPG,Milan Malpensa,MXP,LIMC
Paris Charles de Gaulle,CDG,LFPG,Newcastle,NCL,EGNT
Paris Charles de Gaulle,CDG,LFPG,Nice,NCE,LFMN
Paris Charles de Gaulle,CDG,LFPG,Reykjavik Keflavik,KEF,BIKF
Paris Charles de Gaulle,CDG,LFPG,Rovaniemi,RVN,EFRO
Paris Charles de Gaulle,CDG,LFPG,Sharm El Sheikh,SSH,HESH
Paris Charles de Gaulle,CDG,LFPG,Southampton,SOU,EGHI
Paris Charles de Gaulle,CDG,LFPG,Split,SPU,LDSP
Paris Charles de Gaulle,CDG,LFPG,Tenerife South,TFS,GCTS
Paris Charles de Gaulle,CDG,LFPG,Tromsø,TOS,ENTC
Paris Charles de Gaulle,CDG,LFPG,Venice Marco Polo,VCE,LIPZ
Paris Orly,ORY,LFPO,Athens,ATH,LGAV
Paris Orly,ORY,LFPO,Bari,BRI,LIBD
Paris Orly,ORY,LFPO,Dubrovnik,DBV,LDDU
Paris Orly,ORY,LFPO,Faro,FAO,LPFR
Paris Orly,ORY,LFPO,Geneva,GVA,LSGG
Paris Orly,ORY,LFPO,Lamezia,SUF,LICA
Paris Orly,ORY,LFPO,Milan Linate,LIN,LIML
Paris Orly,ORY,LFPO,Milan Malpensa,MXP,LIMC
Paris Orly,ORY,LFPO,Naples,NAP,LIRN
Paris Orly,ORY,LFPO,Nice,NCE,LFMN
Paris Orly,ORY,LFPO,Pisa (Tuscany),PSA,LIRP
Paris Orly,ORY,LFPO,Porto,OPO,LPPR
Paris Orly,ORY,LFPO,Rhodes,RHO,LGRP
Paris Orly,ORY,LFPO,Rome Fiumicino,FCO,LIRF
Paris Orly,ORY,LFPO,Sardinia Cagliari,CAG,LIEE
Paris Orly,ORY,LFPO,Sardinia Olbia,OLB,LIEO
Paris Orly,ORY,LFPO,Sicily Catania,CTA,LICC
Paris Orly,ORY,LFPO,Sicily Palermo,PMO,LICJ
Paris Orly,ORY,LFPO,Skopje,SKP,LWSK
Paris Orly,ORY,LFPO,Sofia,SOF,LBSF
Paris Orly,ORY,LFPO,Southampton,SOU,EGHI
Paris Orly,ORY,LFPO,Split,SPU,LDSP
Paris Orly,ORY,LFPO,Toulouse,TLS,LFBO
Paris Orly,ORY,LFPO,Venice Marco Polo,VCE,LIPZ
Rennes,RNS,LFRN,Geneva,GVA,LSGG
Rennes,RNS,LFRN,London Gatwick,LGW,EGKK
Rennes,RNS,LFRN,Manchester,MAN,EGCC
Rennes,RNS,LFRN,Nice,NCE,LFMN
Strasbourg,SXB,LFST,Barcelona,BCN,LEBL
Strasbourg,SXB,LFST,London Gatwick,LGW,EGKK
Strasbourg,SXB,LFST,London Luton,LTN,EGGW
Strasbourg,SXB,LFST,Majorca Palma,PMI,LEPA
Strasbourg,SXB,LFST,Manchester,MAN,EGCC
Strasbourg,SXB,LFST,Marrakech,RAK,GMMX
Strasbourg,SXB,LFST,Milan Malpensa,MXP,LIMC
Strasbourg,SXB,LFST,Naples,NAP,LIRN
Strasbourg,SXB,LFST,Nice,NCE,LFMN
Strasbourg,SXB,LFST,Rome Fiumicino,FCO,LIRF
Toulouse,TLS,LFBO,Basel,BSL,LFSB
Toulouse,TLS,LFBO,Bristol,BRS,EGGD
Toulouse,TLS,LFBO,Geneva,GVA,LSGG
Toulouse,TLS,LFBO,London Gatwick,LGW,EGKK
Toulouse,TLS,LFBO,Lyon,LYS,LFLL
Toulouse,TLS,LFBO,Majorca Palma,PMI,LEPA
Toulouse,TLS,LFBO,Marrakech,RAK,GMMX
Toulouse,TLS,LFBO,Milan Malpensa,MXP,LIMC
Toulouse,TLS,LFBO,Nantes,NTE,LFRS
Toulouse,TLS,LFBO,Nice,NCE,LFMN
Toulouse,TLS,LFBO,Paris Orly,ORY,LFPO
Tbilisi,TBS,UGTB,Geneva,GVA,LSGG
Tbilisi,TBS,UGTB,London Luton,LTN,EGGW
Tbilisi,TBS,UGTB,Milan Malpensa,MXP,LIMC
Berlin Brandenburg,BER,EDDB,Agadir,AGA,GMAD
Berlin Brandenburg,BER,EDDB,Antalya,AYT,LTAI
Berlin Brandenburg,BER,EDDB,Barcelona,BCN,LEBL
Berlin Brandenburg,BER,EDDB,Basel,BSL,LFSB
Berlin Brandenburg,BER,EDDB,Birmingham,BHX,EGBB
Berlin Brandenburg,BER,EDDB,Bordeaux,BOD,LFBD
Berlin Brandenburg,BER,EDDB,Bristol,BRS,EGGD
Berlin Brandenburg,BER,EDDB,Burgas,BOJ,LBBG
Berlin Brandenburg,BER,EDDB,Cairo Sphinx,SPX,HESX
Berlin Brandenburg,BER,EDDB,Copenhagen,CPH,EKCH
Berlin Brandenburg,BER,EDDB,Corfu,CFU,LGKR
Berlin Brandenburg,BER,EDDB,Crete Chania,CHQ,LGSA
Berlin Brandenburg,BER,EDDB,Crete Heraklion,HER,LGIR
Berlin Brandenburg,BER,EDDB,Cyprus Larnaca,LCA,LCLK
Berlin Brandenburg,BER,EDDB,Edinburgh,EDI,EGPH
Berlin Brandenburg,BER,EDDB,Fuerteventura,FUE,GCFV
Berlin Brandenburg,BER,EDDB,Geneva,GVA,LSGG
Berlin Brandenburg,BER,EDDB,Glasgow,GLA,EGPF
Berlin Brandenburg,BER,EDDB,Gran Canaria,LPA,GCLP
Berlin Brandenburg,BER,EDDB,Hurghada,HRG,HEGN
Berlin Brandenburg,BER,EDDB,Lanzarote,ACE,GCRR
Berlin Brandenburg,BER,EDDB,Liverpool,LPL,EGGP
Berlin Brandenburg,BER,EDDB,London Gatwick,LGW,EGKK
Berlin Brandenburg,BER,EDDB,London Luton,LTN,EGGW
Berlin Brandenburg,BER,EDDB,London Southend,SEN,EGMC
Berlin Brandenburg,BER,EDDB,Lyon,LYS,LFLL
Berlin Brandenburg,BER,EDDB,Madeira Funchal,FNC,LPMA
Berlin Brandenburg,BER,EDDB,Majorca Palma,PMI,LEPA
Berlin Brandenburg,BER,EDDB,Malaga,AGP,LEMG
Berlin Brandenburg,BER,EDDB,Manchester,MAN,EGCC
Berlin Brandenburg,BER,EDDB,Marsa Alam,RMF,HEMA
Berlin Brandenburg,BER,EDDB,Milan Linate,LIN,LIML
Berlin Brandenburg,BER,EDDB,Milan Malpensa,MXP,LIMC
Berlin Brandenburg,BER,EDDB,Naples,NAP,LIRN
Berlin Brandenburg,BER,EDDB,Newcastle,NCL,EGNT
Berlin Brandenburg,BER,EDDB,Nice,NCE,LFMN
Berlin Brandenburg,BER,EDDB,Paris Charles de Gaulle,CDG,LFPG
Berlin Brandenburg,BER,EDDB,Pisa (Tuscany),PSA,LIRP
Berlin Brandenburg,BER,EDDB,Porto,OPO,LPPR
Berlin Brandenburg,BER,EDDB,Preveza,PVK,LGPZ
Berlin Brandenburg,BER,EDDB,Pristina,PRN,BKPR
Berlin Brandenburg,BER,EDDB,Pula,PUY,LDPL
Berlin Brandenburg,BER,EDDB,Rhodes,RHO,LGRP
Berlin Brandenburg,BER,EDDB,Rome Fiumicino,FCO,LIRF
Berlin Brandenburg,BER,EDDB,Rovaniemi,RVN,EFRO
Berlin Brandenburg,BER,EDDB,Santa Cruz de la Palma,SPC,GCLA
Berlin Brandenburg,BER,EDDB,Sardinia Olbia,OLB,LIEO
Berlin Brandenburg,BER,EDDB,Seville,SVQ,LEZL
Berlin Brandenburg,BER,EDDB,Sharm El Sheikh,SSH,HESH
Berlin Brandenburg,BER,EDDB,Sicily Catania,CTA,LICC
Berlin Brandenburg,BER,EDDB,Split,SPU,LDSP
Berlin Brandenburg,BER,EDDB,Tenerife South,TFS,GCTS
Berlin Brandenburg,BER,EDDB,Thessaloniki,SKG,LGTS
Berlin Brandenburg,BER,EDDB,Tivat,TIV,LYTV
Berlin Brandenburg,BER,EDDB,Tromsø,TOS,ENTC
Berlin Brandenburg,BER,EDDB,Valencia,VLC,LEVC
Berlin Brandenburg,BER,EDDB,Venice Marco Polo,VCE,LIPZ
Berlin Brandenburg,BER,EDDB,Zurich,ZRH,LSZH
Dusseldorf,DUS,EDDL,London Gatwick,LGW,EGKK
Dusseldorf,DUS,EDDL,Milan Malpensa,MXP,LIMC
Frankfurt International,FRA,EDDF,Milan Linate,LIN,LIML
Frankfurt International,FRA,EDDF,Rome Fiumicino,FCO,LIRF
Friedrichshafen,FDH,EDNY,London Gatwick,LGW,EGKK
Hamburg,HAM,EDDH,Basel,BSL,LFSB
Hamburg,HAM,EDDH,Geneva,GVA,LSGG
Hamburg,HAM,EDDH,London Gatwick,LGW,EGKK
Hamburg,HAM,EDDH,Manchester,MAN,EGCC
Hamburg,HAM,EDDH,Marrakech,RAK,GMMX
Hamburg,HAM,EDDH,Milan Malpensa,MXP,LIMC
Hamburg,HAM,EDDH,Prague,PRG,LKPR
Hamburg,HAM,EDDH,Rome Fiumicino,FCO,LIRF
Hamburg,HAM,EDDH,Seville,SVQ,LEZL
Munich,MUC,EDDM,Bristol,BRS,EGGD
Munich,MUC,EDDM,Edinburgh,EDI,EGPH
Munich,MUC,EDDM,London Gatwick,LGW,EGKK
Munich,MUC,EDDM,London Luton,LTN,EGGW
Munich,MUC,EDDM,London Southend,SEN,EGMC
Munich,MUC,EDDM,Manchester,MAN,EGCC
Munich,MUC,EDDM,Milan Malpensa,MXP,LIMC
Munich,MUC,EDDM,Naples,NAP,LIRN
Munich,MUC,EDDM,Rome Fiumicino,FCO,LIRF
Nuremberg,NUE,EDDN,London Gatwick,LGW,EGKK
Nuremberg,NUE,EDDN,London Luton,LTN,EGGW
Nuremberg,NUE,EDDN,Manchester,MAN,EGCC
Nuremberg,NUE,EDDN,Milan Malpensa,MXP,LIMC
Athens,ATH,LGAV,Alicante,ALC,LEAL
Athens,ATH,LGAV,Basel,BSL,LFSB
Athens,ATH,LGAV,Bordeaux,BOD,LFBD
Athens,ATH,LGAV,Bristol,BRS,EGGD
Athens,ATH,LGAV,Edinburgh,EDI,EGPH
Athens,ATH,LGAV,Geneva,GVA,LSGG
Athens,ATH,LGAV,London Gatwick,LGW,EGKK
Athens,ATH,LGAV,Lyon,LYS,LFLL
Athens,ATH,LGAV,Majorca Palma,PMI,LEPA
Athens,ATH,LGAV,Malaga,AGP,LEMG
Athens,ATH,LGAV,Manchester,MAN,EGCC
Athens,ATH,LGAV,Milan Malpensa,MXP,LIMC
Athens,ATH,LGAV,Naples,NAP,LIRN
Athens,ATH,LGAV,Nice,NCE,LFMN
Athens,ATH,LGAV,Paris Orly,ORY,LFPO
Corfu,CFU,LGKR,Amsterdam,AMS,EHAM
Corfu,CFU,LGKR,Basel,BSL,LFSB
Corfu,CFU,LGKR,Belfast Intl,BFS,EGAA
Corfu,CFU,LGKR,Berlin Brandenburg,BER,EDDB
Corfu,CFU,LGKR,Birmingham,BHX,EGBB
Corfu,CFU,LGKR,Bordeaux,BOD,LFBD
Corfu,CFU,LGKR,Bristol,BRS,EGGD
Corfu,CFU,LGKR,Edinburgh,EDI,EGPH
Corfu,CFU,LGKR,Geneva,GVA,LSGG
Corfu,CFU,LGKR,Liverpool,LPL,EGGP
Corfu,CFU,LGKR,London Gatwick,LGW,EGKK
Corfu,CFU,LGKR,London Luton,LTN,EGGW
Corfu,CFU,LGKR,Lyon,LYS,LFLL
Corfu,CFU,LGKR,Manchester,MAN,EGCC
Corfu,CFU,LGKR,Milan Malpensa,MXP,LIMC
Corfu,CFU,LGKR,Nantes,NTE,LFRS
Corfu,CFU,LGKR,Naples,NAP,LIRN
Corfu,CFU,LGKR,Newcastle,NCL,EGNT
Corfu,CFU,LGKR,Paris Charles de Gaulle,CDG,LFPG
Crete Chania,CHQ,LGSA,Amsterdam,AMS,EHAM
Crete Chania,CHQ,LGSA,Basel,BSL,LFSB
Crete Chania,CHQ,LGSA,Berlin Brandenburg,BER,EDDB
Crete Chania,CHQ,LGSA,Bristol,BRS,EGGD
Crete Chania,CHQ,LGSA,Geneva,GVA,LSGG
Crete Chania,CHQ,LGSA,Glasgow,GLA,EGPF
Crete Chania,CHQ,LGSA,London Gatwick,LGW,EGKK
Crete Chania,CHQ,LGSA,London Luton,LTN,EGGW
Crete Chania,CHQ,LGSA,Lyon,LYS,LFLL
Crete Chania,CHQ,LGSA,Manchester,MAN,EGCC
Crete Chania,CHQ,LGSA,Milan Malpensa,MXP,LIMC
Crete Chania,CHQ,LGSA,Nantes,NTE,LFRS
Crete Chania,CHQ,LGSA,Nice,NCE,LFMN
Crete Heraklion,HER,LGIR,Basel,BSL,LFSB
Crete Heraklion,HER,LGIR,Berlin Brandenburg,BER,EDDB
Crete Heraklion,HER,LGIR,Birmingham,BHX,EGBB
Crete Heraklion,HER,LGIR,Bordeaux,BOD,LFBD
Crete Heraklion,HER,LGIR,Bristol,BRS,EGGD
Crete Heraklion,HER,LGIR,Edinburgh,EDI,EGPH
Crete Heraklion,HER,LGIR,Geneva,GVA,LSGG
Crete Heraklion,HER,LGIR,Liverpool,LPL,EGGP
Crete Heraklion,HER,LGIR,London Gatwick,LGW,EGKK
Crete Heraklion,HER,LGIR,London Luton,LTN,EGGW
Crete Heraklion,HER,LGIR,Lyon,LYS,LFLL
Crete Heraklion,HER,LGIR,Manchester,MAN,EGCC
Crete Heraklion,HER,LGIR,Milan Malpensa,MXP,LIMC
Crete Heraklion,HER,LGIR,Nantes,NTE,LFRS
Crete Heraklion,HER,LGIR,Naples,NAP,LIRN
Crete Heraklion,HER,LGIR,Paris Charles de Gaulle,CDG,LFPG
Kalamata,KLX,LGKL,London Gatwick,LGW,EGKK
Kalamata,KLX,LGKL,Manchester,MAN,EGCC
Kefalonia,EFL,LGKF,London Gatwick,LGW,EGKK
Kefalonia,EFL,LGKF,Manchester,MAN,EGCC
Kefalonia,EFL,LGKF,Milan Malpensa,MXP,LIMC
Kefalonia,EFL,LGKF,Naples,NAP,LIRN
Kos,KGS,LGKO,Basel,BSL,LFSB
Kos,KGS,LGKO,Birmingham,BHX,EGBB
Kos,KGS,LGKO,Bristol,BRS,EGGD
Kos,KGS,LGKO,Glasgow,GLA,EGPF
Kos,KGS,LGKO,Liverpool,LPL,EGGP
Kos,KGS,LGKO,London Gatwick,LGW,EGKK
Kos,KGS,LGKO,Manchester,MAN,EGCC
Kos,KGS,LGKO,Milan Malpensa,MXP,LIMC
Kos,KGS,LGKO,Naples,NAP,LIRN
Mykonos,JMK,LGMK,Geneva,GVA,LSGG
Mykonos,JMK,LGMK,London Gatwick,LGW,EGKK
Mykonos,JMK,LGMK,Manchester,MAN,EGCC
Mykonos,JMK,LGMK,Milan Malpensa,MXP,LIMC
Mykonos,JMK,LGMK,Naples,NAP,LIRN
Mykonos,JMK,LGMK,Nice,NCE,LFMN
Preveza,PVK,LGPZ,Berlin Brandenburg,BER,EDDB
Preveza,PVK,LGPZ,Bristol,BRS,EGGD
Preveza,PVK,LGPZ,London Gatwick,LGW,EGKK
Preveza,PVK,LGPZ,Manchester,MAN,EGCC
Preveza,PVK,LGPZ,Milan Malpensa,MXP,LIMC
Preveza,PVK,LGPZ,Naples,NAP,LIRN
Rhodes,RHO,LGRP,Amsterdam,AMS,EHAM
Rhodes,RHO,LGRP,Basel,BSL,LFSB
Rhodes,RHO,LGRP,Belfast Intl,BFS,EGAA
Rhodes,RHO,LGRP,Berlin Brandenburg,BER,EDDB
Rhodes,RHO,LGRP,Birmingham,BHX,EGBB
Rhodes,RHO,LGRP,Bristol,BRS,EGGD
Rhodes,RHO,LGRP,Edinburgh,EDI,EGPH
Rhodes,RHO,LGRP,Geneva,GVA,LSGG
Rhodes,RHO,LGRP,London Gatwick,LGW,EGKK
Rhodes,RHO,LGRP,London Luton,LTN,EGGW
Rhodes,RHO,LGRP,Manchester,MAN,EGCC
Rhodes,RHO,LGRP,Milan Malpensa,MXP,LIMC
Rhodes,RHO,LGRP,Nantes,NTE,LFRS
Rhodes,RHO,LGRP,Naples,NAP,LIRN
Rhodes,RHO,LGRP,Newcastle,NCL,EGNT
Rhodes,RHO,LGRP,Paris Orly,ORY,LFPO
Santorini,JTR,LGSR,Bristol,BRS,EGGD
Santorini,JTR,LGSR,Geneva,GVA,LSGG
Santorini,JTR,LGSR,London Gatwick,LGW,EGKK
Santorini,JTR,LGSR,Manchester,MAN,EGCC
Santorini,JTR,LGSR,Milan Malpensa,MXP,LIMC
Santorini,JTR,LGSR,Naples,NAP,LIRN
Santorini,JTR,LGSR,Nice,NCE,LFMN
Skiathos,JSI,LGSK,Basel,BSL,LFSB
Skiathos,JSI,LGSK,Bristol,BRS,EGGD
Skiathos,JSI,LGSK,London Gatwick,LGW,EGKK
Skiathos,JSI,LGSK,Manchester,MAN,EGCC
Skiathos,JSI,LGSK,Milan Malpensa,MXP,LIMC
Skiathos,JSI,LGSK,Naples,NAP,LIRN
Thessaloniki,SKG,LGTS,Amsterdam,AMS,EHAM
Thessaloniki,SKG,LGTS,Basel,BSL,LFSB
Thessaloniki,SKG,LGTS,Berlin Brandenburg,BER,EDDB
Thessaloniki,SKG,LGTS,Bristol,BRS,EGGD
Thessaloniki,SKG,LGTS,London Gatwick,LGW,EGKK
Thessaloniki,SKG,LGTS,Manchester,MAN,EGCC
Thessaloniki,SKG,LGTS,Milan Malpensa,MXP,LIMC
Zante Zakynthos,ZTH,LGZA,Bristol,BRS,EGGD
Zante Zakynthos,ZTH,LGZA,London Gatwick,LGW,EGKK
Zante Zakynthos,ZTH,LGZA,London Luton,LTN,EGGW
Zante Zakynthos,ZTH,LGZA,Manchester,MAN,EGCC
Zante Zakynthos,ZTH,LGZA,Milan Malpensa,MXP,LIMC
Zante Zakynthos,ZTH,LGZA,Naples,NAP,LIRN
Budapest,BUD,LHBP,Basel,BSL,LFSB
Budapest,BUD,LHBP,Belfast Intl,BFS,EGAA
Budapest,BUD,LHBP,Bordeaux,BOD,LFBD
Budapest,BUD,LHBP,Bristol,BRS,EGGD
Budapest,BUD,LHBP,Geneva,GVA,LSGG
Budapest,BUD,LHBP,Liverpool,LPL,EGGP
Budapest,BUD,LHBP,London Gatwick,LGW,EGKK
Budapest,BUD,LHBP,London Southend,SEN,EGMC
Budapest,BUD,LHBP,Lyon,LYS,LFLL
Budapest,BUD,LHBP,Nantes,NTE,LFRS
Budapest,BUD,LHBP,Paris Charles de Gaulle,CDG,LFPG
Akureyri,AEY,BIAR,London Gatwick,LGW,EGKK
Akureyri,AEY,BIAR,Manchester,MAN,EGCC
Reykjavik Keflavik,KEF,BIKF,Basel,BSL,LFSB
Reykjavik Keflavik,KEF,BIKF,Birmingham,BHX,EGBB
Reykjavik Keflavik,KEF,BIKF,Bristol,BRS,EGGD
Reykjavik Keflavik,KEF,BIKF,Edinburgh,EDI,EGPH
Reykjavik Keflavik,KEF,BIKF,Liverpool,LPL,EGGP
Reykjavik Keflavik,KEF,BIKF,London Gatwick,LGW,EGKK
Reykjavik Keflavik,KEF,BIKF,London Luton,LTN,EGGW
Reykjavik Keflavik,KEF,BIKF,Lyon,LYS,LFLL
Reykjavik Keflavik,KEF,BIKF,Manchester,MAN,EGCC
Reykjavik Keflavik,KEF,BIKF,Milan Malpensa,MXP,LIMC
Reykjavik Keflavik,KEF,BIKF,Newcastle,NCL,EGNT
Reykjavik Keflavik,KEF,BIKF,Paris Charles de Gaulle,CDG,LFPG
Bari,BRI,LIBD,Basel,BSL,LFSB
Bari,BRI,LIBD,Bristol,BRS,EGGD
Bari,BRI,LIBD,Geneva,GVA,LSGG
Bari,BRI,LIBD,London Gatwick,LGW,EGKK
Bari,BRI,LIBD,Lyon,LYS,LFLL
Bari,BRI,LIBD,Manchester,MAN,EGCC
Bari,BRI,LIBD,Milan Malpensa,MXP,LIMC
Bari,BRI,LIBD,Nice,NCE,LFMN
Bari,BRI,LIBD,Paris Orly,ORY,LFPO
Brindisi,BDS,LIBR,Basel,BSL,LFSB
Brindisi,BDS,LIBR,Geneva,GVA,LSGG
Brindisi,BDS,LIBR,London Gatwick,LGW,EGKK
Brindisi,BDS,LIBR,Lyon,LYS,LFLL
Brindisi,BDS,LIBR,Milan Linate,LIN,LIML
Brindisi,BDS,LIBR,Milan Malpensa,MXP,LIMC
"Costiera Amalfitana Salerno, Naples",QSR,LIRI,Milan Malpensa,MXP,LIMC
Lamezia,SUF,LICA,Basel,BSL,LFSB
Lamezia,SUF,LICA,Geneva,GVA,LSGG
Lamezia,SUF,LICA,Milan Malpensa,MXP,LIMC
Lamezia,SUF,LICA,Paris Orly,ORY,LFPO
Milan Linate,LIN,LIML,Amsterdam,AMS,EHAM
Milan Linate,LIN,LIML,Barcelona,BCN,LEBL
Milan Linate,LIN,LIML,Berlin Brandenburg,BER,EDDB
Milan Linate,LIN,LIML,Birmingham,BHX,EGBB
Milan Linate,LIN,LIML,Brindisi,BDS,LIBR
Milan Linate,LIN,LIML,Brussels Intl,BRU,EBBR
Milan Linate,LIN,LIML,Copenhagen,CPH,EKCH
Milan Linate,LIN,LIML,Edinburgh,EDI,EGPH
Milan Linate,LIN,LIML,"Figari, Corsica",FSC,LFKF
Milan Linate,LIN,LIML,Frankfurt International,FRA,EDDF
Milan Linate,LIN,LIML,Geneva,GVA,LSGG
Milan Linate,LIN,LIML,Gran Canaria,LPA,GCLP
Milan Linate,LIN,LIML,Ibiza,IBZ,LEIB
Milan Linate,LIN,LIML,Lisbon,LIS,LPPT
Milan Linate,LIN,LIML,London Gatwick,LGW,EGKK
Milan Linate,LIN,LIML,Luxembourg,LUX,ELLX
Milan Linate,LIN,LIML,Majorca Palma,PMI,LEPA
Milan Linate,LIN,LIML,Manchester,MAN,EGCC
Milan Linate,LIN,LIML,Paris Charles de Gaulle,CDG,LFPG
Milan Linate,LIN,LIML,Paris Orly,ORY,LFPO
Milan Linate,LIN,LIML,Porto,OPO,LPPR
Milan Linate,LIN,LIML,Split,SPU,LDSP
Milan Linate,LIN,LIML,Tenerife South,TFS,GCTS
Milan Linate,LIN,LIML,Vienna,VIE,LOWW
Milan Malpensa,MXP,LIMC,Amsterdam,AMS,EHAM
Milan Malpensa,MXP,LIMC,Athens,ATH,LGAV
Milan Malpensa,MXP,LIMC,Barcelona,BCN,LEBL
Milan Malpensa,MXP,LIMC,Bari,BRI,LIBD
Milan Malpensa,MXP,LIMC,Berlin Brandenburg,BER,EDDB
Milan Malpensa,MXP,LIMC,Biarritz,BIQ,LFBZ
Milan Malpensa,MXP,LIMC,Bilbao,BIO,LEBB
Milan Malpensa,MXP,LIMC,Bordeaux,BOD,LFBD
Milan Malpensa,MXP,LIMC,Brindisi,BDS,LIBR
Milan Malpensa,MXP,LIMC,Bristol,BRS,EGGD
Milan Malpensa,MXP,LIMC,Cairo Sphinx,SPX,HESX
Milan Malpensa,MXP,LIMC,Corfu,CFU,LGKR
Milan Malpensa,MXP,LIMC,"Costiera Amalfitana Salerno, Naples",QSR,LIRI
Milan Malpensa,MXP,LIMC,Crete Chania,CHQ,LGSA
Milan Malpensa,MXP,LIMC,Crete Heraklion,HER,LGIR
Milan Malpensa,MXP,LIMC,Dusseldorf,DUS,EDDL
Milan Malpensa,MXP,LIMC,Edinburgh,EDI,EGPH
Milan Malpensa,MXP,LIMC,Evenes-Lofoten,EVE,ENEV
Milan Malpensa,MXP,LIMC,Fuerteventura,FUE,GCFV
Milan Malpensa,MXP,LIMC,Gran Canaria,LPA,GCLP
Milan Malpensa,MXP,LIMC,Hamburg,HAM,EDDH
Milan Malpensa,MXP,LIMC,Hurghada,HRG,HEGN
Milan Malpensa,MXP,LIMC,Ibiza,IBZ,LEIB
Milan Malpensa,MXP,LIMC,Kefalonia,EFL,LGKF
Milan Malpensa,MXP,LIMC,Kittila,KTT,EFKT
Milan Malpensa,MXP,LIMC,Kos,KGS,LGKO
Milan Malpensa,MXP,LIMC,La Coruña,LCG,LECO
Milan Malpensa,MXP,LIMC,Lamezia,SUF,LICA
Milan Malpensa,MXP,LIMC,Lanzarote,ACE,GCRR
Milan Malpensa,MXP,LIMC,Lisbon,LIS,LPPT
Milan Malpensa,MXP,LIMC,Liverpool,LPL,EGGP
Milan Malpensa,MXP,LIMC,London Gatwick,LGW,EGKK
Milan Malpensa,MXP,LIMC,London Luton,LTN,EGGW
Milan Malpensa,MXP,LIMC,Luxor,LXR,HELX
Milan Malpensa,MXP,LIMC,Majorca Palma,PMI,LEPA
Milan Malpensa,MXP,LIMC,Malaga,AGP,LEMG
Milan Malpensa,MXP,LIMC,Malta,MLA,LMML
Milan Malpensa,MXP,LIMC,Manchester,MAN,EGCC
Milan Malpensa,MXP,LIMC,Marrakech,RAK,GMMX
Milan Malpensa,MXP,LIMC,Marsa Alam,RMF,HEMA
Milan Malpensa,MXP,LIMC,Menorca Mahon,MAH,LEMH
Milan Malpensa,MXP,LIMC,Munich,MUC,EDDM
Milan Malpensa,MXP,LIMC,Mykonos,JMK,LGMK
Milan Malpensa,MXP,LIMC,Nantes,NTE,LFRS
Milan Malpensa,MXP,LIMC,Naples,NAP,LIRN
Milan Malpensa,MXP,LIMC,Nuremberg,NUE,EDDN
Milan Malpensa,MXP,LIMC,Paris Charles de Gaulle,CDG,LFPG
Milan Malpensa,MXP,LIMC,Paris Orly,ORY,LFPO
Milan Malpensa,MXP,LIMC,Porto,OPO,LPPR
Milan Malpensa,MXP,LIMC,Prague,PRG,LKPR
Milan Malpensa,MXP,LIMC,Preveza,PVK,LGPZ
